,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
2343,2015 Maruti S Cross,Manual,ZETA 1.3 Manual,"1,52,026 km",1st Owner,Diesel,Chennai,"₹5,87,599"
2344,2017 Honda City,Manual,V MT PETROL Manual,"34,075 km",1st Owner,Petrol,Chennai,"₹8,02,799"
2345,2017 Honda City,Manual,V MT PETROL Manual,"81,041 km",1st Owner,Petrol,Chennai,"₹7,78,399"
2346,2018 Tata Tiago,Manual,XE 1.2 REVOTRON Manual,"28,162 km",1st Owner,Petrol,Chennai,"₹4,37,499"
2347,2018 Volkswagen Ameo,Manual,HIGHLINE 1.2 Manual,"37,814 km",1st Owner,Petrol,Chennai,"₹6,23,099"
2348,2018 Hyundai Elite i20,Manual,ERA 1.2 Manual,"28,442 km",1st Owner,Petrol,Chennai,"₹6,23,499"
2349,2016 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"25,529 km",1st Owner,Petrol,Chennai,"₹6,19,699"
2350,2019 Maruti S Cross,Manual,DELTA SHVS Manual,"66,226 km",1st Owner,Diesel,Chennai,"₹8,27,299"
2351,2015 Maruti Swift Dzire,Manual,VDI ABS Manual,"38,769 km",2nd Owner,Diesel,Chennai,"₹5,78,399"
2352,2018 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"29,115 km",1st Owner,Petrol,Chennai,"₹6,42,799"
2353,2019 Honda WR-V,Manual,1.5 i-DTEC VX MT Manual,"26,471 km",1st Owner,Diesel,Chennai,"₹9,58,099"
2354,2017 Honda Jazz,Manual,1.2 V MT Manual,"25,680 km",2nd Owner,Petrol,Chennai,"₹5,96,899"
2355,2018 Hyundai Elite i20,Manual,ASTA 1.2 (O) Manual,"58,958 km",1st Owner,Petrol,Chennai,"₹7,12,399"
2356,2018 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"48,771 km",1st Owner,Petrol,Chennai,"₹8,66,599"
2357,2018 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"86,881 km",1st Owner,Diesel,Chennai,"₹7,40,899"
2358,2016 Maruti Swift,Manual,VXI Manual,"62,037 km",1st Owner,Petrol,Chennai,"₹5,19,299"
2359,2016 Maruti Celerio,Manual,ZXI OPT Manual,"38,519 km",2nd Owner,Petrol,Chennai,"₹4,05,099"
2360,2016 Hyundai Grand i10,Automatic,Magna 1.2 AT VTVT Automatic,"62,332 km",1st Owner,Petrol,Chennai,"₹4,77,699"
2361,2016 Maruti Celerio,Automatic,VXI AMT Automatic,"86,629 km",1st Owner,Petrol,Chennai,"₹4,13,099"
2362,2016 Hyundai Grand i10,Manual,ASTA AT 1.2 KAPPA VTVT Manual,"76,505 km",1st Owner,Petrol,Chennai,"₹5,01,599"
2363,2015 Maruti Wagon R 1.0,Manual,VXI Manual,"62,630 km",1st Owner,Petrol,Chennai,"₹3,77,799"
2364,2018 Hyundai Grand i10,Automatic,Magna 1.2 AT VTVT Automatic,"14,014 km",1st Owner,Petrol,Chennai,"₹6,00,999"
2365,2015 Maruti Wagon R 1.0,Manual,VXI Manual,"79,215 km",1st Owner,Petrol,Chennai,"₹3,98,299"
2366,2017 Hyundai Grand i10,Manual,1.2 CRDI Sportz O Manual,"27,389 km",2nd Owner,Diesel,Chennai,"₹5,10,099"
2367,2017 Hyundai Grand i10,Manual,SPORTZ (O) 1.2 AT VTVT Manual,"27,698 km",1st Owner,Petrol,Chennai,"₹5,60,899"
2368,2018 Maruti Swift,Manual,ZXI Manual,"87,614 km",1st Owner,Petrol,Chennai,"₹5,71,599"
2369,2018 Volkswagen Ameo,Manual,HIGHLINE PLUS 1.0 Manual,"18,112 km",1st Owner,Petrol,Chennai,"₹5,53,399"
2370,2011 Toyota Etios Liva,Manual,G Manual,"87,759 km",2nd Owner,Petrol,Chennai,"₹3,24,799"
2371,2015 Honda CRV,Manual,2.4 AWD AT Manual,"80,621 km",1st Owner,Petrol,Chennai,"₹11,51,099"
2372,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"96,366 km",1st Owner,Petrol,Chennai,"₹4,34,599"
2373,2014 Honda City,Manual,SV MT DIESEL Manual,"97,746 km",1st Owner,Diesel,Chennai,"₹5,13,099"
2374,2013 Maruti Ertiga,Manual,ZDI Manual,"82,423 km",1st Owner,Diesel,Chennai,"₹5,56,299"
2375,2016 Honda BR-V,Manual,1.5 i- DTEC S Manual,"94,158 km",1st Owner,Diesel,Chennai,"₹6,51,399"
2376,2018 Hyundai Verna,Manual,1.6 SX VTVT Manual,"21,378 km",1st Owner,Petrol,Chennai,"₹8,79,699"
2377,2016 Renault Kwid,Manual,RXT Manual,"63,136 km",1st Owner,Petrol,Chennai,"₹3,12,499"
2378,2018 Maruti Ertiga,Manual,VDI SHVS Manual,"23,732 km",1st Owner,Diesel,Chennai,"₹8,71,099"
2379,2016 Hyundai i20 Active,Manual,1.2 S Manual,"1,36,089 km",1st Owner,Petrol,Chennai,"₹5,04,399"
2380,2019 Maruti S PRESSO,Manual,VXI PLUS Manual,"18,436 km",1st Owner,Petrol,Chennai,"₹4,03,499"
2381,2016 Volkswagen Vento,,HIGHLINE 1.2 TSI AT,"67,694 km",1st Owner,Petrol,Chennai,"₹6,68,399"
2382,2015 Hyundai Elite i20,Manual,SPORTZ (O) 1.2 Manual,"50,315 km",1st Owner,Petrol,Chennai,"₹5,69,899"
2383,2017 Volkswagen Polo,Manual,COMFORTLINE 1.2L PETROL Manual,"38,962 km",1st Owner,Petrol,Chennai,"₹5,22,799"
2384,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"36,510 km",2nd Owner,Petrol,Chennai,"₹4,88,999"
2385,2015 Honda City,Manual,SV MT PETROL Manual,"42,617 km",2nd Owner,Petrol,Chennai,"₹5,83,899"
2386,2017 Renault Kwid,,RXL1.0 EASY-R AT,"68,865 km",1st Owner,Petrol,Chennai,"₹3,26,399"
2387,2015 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"79,674 km",1st Owner,Petrol,Chennai,"₹5,39,399"
2388,2016 Maruti Ertiga,Manual,ZDI PLUS SHVS Manual,"99,644 km",1st Owner,Diesel,Chennai,"₹7,74,199"
2389,2014 Hyundai Elite i20,Manual,ASTA 1.4 CRDI Manual,"94,243 km",1st Owner,Diesel,Chennai,"₹5,35,899"
2390,2013 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"70,271 km",2nd Owner,Petrol,Chennai,"₹3,92,299"
2391,2016 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"48,138 km",2nd Owner,Petrol,Chennai,"₹5,91,499"
2392,2015 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"23,936 km",1st Owner,Petrol,Chennai,"₹5,90,899"
2393,2017 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"46,808 km",1st Owner,Petrol,Chennai,"₹5,46,499"
2394,2020 Hyundai GRAND I10 NIOS,Automatic,MAGNA 1.2 AT Automatic,"2,869 km",1st Owner,Petrol,Chennai,"₹7,01,699"
2395,2009 Hyundai i10,Manual,MAGNA 1.2 Manual,"1,10,247 km",1st Owner,Petrol,Chennai,"₹2,18,399"
2396,2017 Datsun Redi Go,Manual,T (O) Manual,"24,161 km",1st Owner,Petrol,Chennai,"₹2,99,799"
2397,2013 Renault Duster,Manual,85 PS RXE Manual,"1,73,978 km",3rd Owner,Diesel,Chennai,"₹4,46,899"
2398,2017 Maruti Dzire,Automatic,ZDI Plus AMT Automatic,"98,433 km",1st Owner,Diesel,Chennai,"₹6,70,299"
2399,2016 Honda Jazz,Manual,1.2 SV MT Manual,"21,601 km",2nd Owner,Petrol,Chennai,"₹5,27,899"
2400,2016 Ford Ecosport,Manual,1.5 TREND+ TDCI Manual,"9,973 km",2nd Owner,Diesel,Chennai,"₹5,93,499"
2401,2016 Hyundai Elite i20,Manual,MAGNA 1.2 Manual,"50,050 km",1st Owner,Petrol,Chennai,"₹5,25,799"
2402,2018 Honda Amaze,Manual,1.2 V MT I-VTEC Manual,"17,180 km",1st Owner,Petrol,Chennai,"₹6,60,799"
2403,2012 Honda City,Manual,V MT PETROL Manual,"79,174 km",2nd Owner,Petrol,Chennai,"₹4,63,799"
2404,2014 Honda Amaze,Manual,1.5 SMT I DTEC Manual,"86,145 km",1st Owner,Diesel,Chennai,"₹4,28,999"
2405,2017 Renault Kwid,Manual,RXT Manual,"19,095 km",1st Owner,Petrol,Chennai,"₹3,54,299"
2406,2018 Hyundai Elite i20,Manual,Magna Executive 1.2 Manual,"13,547 km",1st Owner,Petrol,Chennai,"₹6,22,899"
2407,2009 Hyundai i10,Manual,MAGNA 1.2 Manual,"64,192 km",2nd Owner,Petrol,Chennai,"₹2,42,799"
2408,2017 Renault Kwid,Manual,1.0 RXT Opt Manual,"15,013 km",1st Owner,Petrol,Chennai,"₹3,77,599"
2409,2019 Honda Jazz,Manual,VX 1.2 Manual,"6,815 km",1st Owner,Petrol,Chennai,"₹7,26,499"
2410,2019 Hyundai VENUE,Automatic,1.0 TURBO GDI SX+ AT Automatic,"14,094 km",1st Owner,Petrol,Chennai,"₹10,53,399"
2411,2016 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"17,625 km",1st Owner,Petrol,Chennai,"₹6,54,599"
2412,2012 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"73,841 km",1st Owner,Petrol,Chennai,"₹3,90,299"
2413,2018 Hyundai Elite i20,Manual,Magna Executive 1.2 Manual,"33,908 km",1st Owner,Petrol,Chennai,"₹5,82,399"
2414,2017 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"74,843 km",1st Owner,Petrol,Chennai,"₹3,89,699"
2415,2014 Maruti Celerio,Automatic,VXI AMT Automatic,"42,179 km",1st Owner,Petrol,Chennai,"₹3,99,099"
2416,2019 Renault Kwid,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"34,972 km",1st Owner,Petrol,Chennai,"₹4,46,399"
2417,2019 Maruti Swift,Manual,VXI Manual,"4,904 km",1st Owner,Petrol,Chennai,"₹6,19,099"
2418,2018 Jeep Compass,Manual,2.0 LIMITED Manual,"51,811 km",1st Owner,Diesel,Chennai,"₹14,98,499"
2419,2018 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"47,586 km",1st Owner,Petrol,Chennai,"₹5,86,499"
2420,2018 Hyundai Elite i20,Manual,ASTA 1.2 (O) Manual,"28,598 km",1st Owner,Petrol,Chennai,"₹6,87,399"
2421,2018 Renault Kwid,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"16,906 km",2nd Owner,Petrol,Chennai,"₹4,00,699"
2422,2016 Hyundai Eon,Manual,ERA PLUS Manual,"42,041 km",1st Owner,Petrol,Chennai,"₹3,00,099"
2423,2019 Maruti Vitara Brezza,Automatic,ZDI AMT Automatic,"5,647 km",1st Owner,Diesel,Chennai,"₹10,34,099"
2424,2017 Maruti Vitara Brezza,Manual,ZDI Manual,"99,381 km",1st Owner,Diesel,Chennai,"₹6,92,499"
2425,2016 Honda Brio,Manual,1.2 VX MT I VTEC Manual,"56,493 km",1st Owner,Petrol,Chennai,"₹4,01,999"
2426,2018 Renault Kwid,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"35,905 km",1st Owner,Petrol,Chennai,"₹4,12,399"
2427,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"10,131 km",1st Owner,Petrol,Chennai,"₹4,84,899"
2428,2018 Ford Ecosport,Manual,1.5 TDCI TITANIUM PLUS Manual,"58,365 km",1st Owner,Diesel,Chennai,"₹7,47,199"
2429,2019 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"12,439 km",1st Owner,Diesel,Chennai,"₹9,13,399"
2430,2018 Hyundai Grand i10,Manual,SPORTZ O 1.2 Manual,"47,614 km",1st Owner,Petrol,Chennai,"₹4,81,899"
2431,2018 Maruti Vitara Brezza,Manual,ZDI PLUS Manual,"34,396 km",1st Owner,Diesel,Chennai,"₹8,60,399"
2432,2018 Maruti Swift,Manual,VXI Manual,"31,935 km",1st Owner,Petrol,Chennai,"₹5,85,499"
2433,2017 Hyundai Creta,,1.6 SX CRDI,"1,23,887 km",2nd Owner,Diesel,Chennai,"₹8,71,299"
2434,2016 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"67,373 km",1st Owner,Petrol,Chennai,"₹4,36,199"
2435,2019 Tata Tiago,Manual,XZ+ 1.2 Revotron Manual,"18,171 km",2nd Owner,Petrol,Chennai,"₹5,22,799"
2436,2012 Toyota Etios Liva,Manual,GD Manual,"1,02,558 km",1st Owner,Diesel,Chennai,"₹3,91,799"
2437,2013 Maruti Swift,Manual,VXI Manual,"29,420 km",1st Owner,Petrol,Chennai,"₹4,33,599"
2438,2017 Maruti Swift,Manual,VXI OPT Manual,"29,940 km",1st Owner,Petrol,Chennai,"₹5,65,199"
2439,2016 Maruti Swift,Manual,VXI Manual,"72,059 km",1st Owner,Petrol,Chennai,"₹4,89,399"
2440,2018 Maruti Swift,Manual,VXI Manual,"15,512 km",1st Owner,Petrol,Chennai,"₹5,94,699"
2441,2015 Maruti Wagon R 1.0,Manual,VXI Manual,"65,229 km",1st Owner,Petrol,Chennai,"₹3,67,299"
2442,2017 Maruti Swift,Manual,VXI Manual,"16,944 km",1st Owner,Petrol,Chennai,"₹6,04,599"
2443,2016 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"47,851 km",3rd Owner,Petrol,Chennai,"₹3,84,999"
2444,2015 Maruti Wagon R 1.0,Manual,VXI Manual,"78,823 km",1st Owner,Petrol,Chennai,"₹3,69,999"
2445,2018 Maruti Swift,Automatic,VDI AMT Automatic,"66,411 km",1st Owner,Diesel,Chennai,"₹6,32,399"
2446,2015 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"16,026 km",1st Owner,Petrol,Chennai,"₹4,26,799"
2447,2017 Honda Brio,Manual,1.2 S MT I VTEC Manual,"16,173 km",1st Owner,Petrol,Chennai,"₹4,56,599"
2448,2014 Hyundai i10,Manual,SPORTZ 1.1 IRDE2 Manual,"43,000 km",1st Owner,Petrol,Chennai,"₹3,78,499"
2449,2013 Maruti Alto 800,Manual,LXI Manual,"58,426 km",1st Owner,Petrol,Chennai,"₹2,66,099"
2450,2018 Maruti Swift,Manual,VXI Manual,"75,890 km",1st Owner,Petrol,Chennai,"₹5,85,099"
2451,2017 Hyundai Grand i10,Manual,1.2 KAPPA SPORTZ (O) Manual,"35,002 km",1st Owner,Petrol,Chennai,"₹4,60,299"
2452,2015 Maruti Alto K10,Manual,VXI Manual,"51,629 km",2nd Owner,Petrol,Chennai,"₹2,88,099"
2453,2017 Hyundai Grand i10,Automatic,Magna 1.2 AT VTVT Automatic,"15,972 km",1st Owner,Petrol,Chennai,"₹4,94,299"
2454,2017 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"21,116 km",1st Owner,Petrol,Chennai,"₹4,85,999"
2455,2016 Maruti Celerio,Automatic,ZXI AMT Automatic,"43,766 km",1st Owner,Petrol,Chennai,"₹4,27,599"
2456,2019 Maruti Celerio,Automatic,VXI AMT Automatic,"22,707 km",1st Owner,Petrol,Chennai,"₹4,92,899"
2457,2017 Hyundai Eon,Manual,ERA PLUS Manual,"8,892 km",1st Owner,Petrol,Chennai,"₹3,64,099"
2458,2013 Maruti Wagon R 1.0,Manual,VXI Manual,"69,153 km",1st Owner,Petrol,Chennai,"₹3,41,299"
2459,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"24,080 km",1st Owner,Petrol,Chennai,"₹4,38,799"
2460,2014 Maruti Wagon R 1.0,Manual,VXI Manual,"7,450 km",1st Owner,Petrol,Chennai,"₹3,98,299"
2461,2014 Hyundai Grand i10,Automatic,ASTA 1.2 AT VTVT Automatic,"93,830 km",1st Owner,Petrol,Chennai,"₹4,31,299"
2462,2020 Maruti S PRESSO,Automatic,VXI PLUS AGS Automatic,"13,064 km",1st Owner,Petrol,Chennai,"₹5,07,699"
2463,2015 Maruti Alto K10,Manual,VXI Manual,"20,973 km",1st Owner,Petrol,Chennai,"₹3,06,599"
2464,2016 Maruti Celerio,Automatic,ZXI AMT Automatic,"7,819 km",1st Owner,Petrol,Chennai,"₹4,71,899"
2465,2020 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"7,284 km",1st Owner,Petrol,Chennai,"₹4,44,299"
2466,2020 Maruti S PRESSO,Automatic,VXI PLUS AGS Automatic,"3,171 km",1st Owner,Petrol,Chennai,"₹4,86,499"
2467,2017 Maruti Alto 800,Manual,VXI Manual,"21,239 km",1st Owner,Petrol,Chennai,"₹3,17,799"
2468,2020 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"4,688 km",1st Owner,Petrol,Chennai,"₹4,75,499"
2469,2018 Maruti Alto K10,Manual,VXI (O) AMT Manual,"7,710 km",2nd Owner,Petrol,Chennai,"₹3,80,099"
2470,2016 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"40,869 km",1st Owner,Petrol,Chennai,"₹5,97,599"
2471,2016 Toyota Etios Liva,Manual,V LIMITED Manual,"29,689 km",1st Owner,Petrol,Chennai,"₹5,29,399"
2472,2017 Ford Figo Aspire,Manual,1.2 TITANIUM PETROL Manual,"41,753 km",1st Owner,Petrol,Kolkata,"₹3,79,899"
2473,2017 Renault Kwid,,CLIMBER 1.0 AT,"50,217 km",1st Owner,Petrol,Kolkata,"₹2,76,699"
2474,2017 Renault Kwid,Manual,RXL Manual,"20,238 km",1st Owner,Petrol,Kolkata,"₹2,75,899"
2475,2017 Honda BR-V,Manual,1.5 i-VTEC VX Manual,"15,993 km",1st Owner,Petrol,Kolkata,"₹6,70,299"
2476,2015 Honda City,Manual,V MT PETROL Manual,"40,336 km",1st Owner,Petrol,Kolkata,"₹4,88,799"
2477,2018 Volkswagen Ameo,Manual,COMFORTLINE 1.0 Manual,"16,459 km",1st Owner,Petrol,Kolkata,"₹4,70,699"
2478,2015 Honda City,Manual,SV MT PETROL Manual,"71,118 km",2nd Owner,Petrol,Kolkata,"₹4,80,499"
2479,2014 Toyota Etios,Manual,G Manual,"1,14,767 km",1st Owner,Petrol,Kolkata,"₹3,31,299"
2480,2015 Honda City,Manual,SV MT PETROL Manual,"50,173 km",2nd Owner,Petrol,Kolkata,"₹4,76,499"
2481,2014 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"67,781 km",1st Owner,Diesel,Kolkata,"₹8,01,799"
2482,2017 Maruti Ertiga,Manual,VXI ABS Manual,"32,938 km",1st Owner,Petrol,Kolkata,"₹7,24,699"
2483,2016 Renault Kwid,Manual,1.0 RXT Manual,"41,762 km",1st Owner,Petrol,Kolkata,"₹2,79,599"
2484,2016 Renault Kwid,Manual,RXT Manual,"14,631 km",1st Owner,Petrol,Kolkata,"₹2,83,499"
2485,2012 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"1,83,297 km",1st Owner,Diesel,Kolkata,"₹6,83,799"
2486,2018 Hyundai Verna,Manual,1.6 SX VTVT (O) Manual,"28,491 km",1st Owner,Petrol,Kolkata,"₹8,07,499"
2487,2012 Honda City,Manual,S MT PETROL Manual,"29,911 km",2nd Owner,Petrol,Kolkata,"₹4,27,999"
2488,2009 Hyundai Santro Xing,Manual,GL Manual,"35,383 km",1st Owner,Petrol,Kolkata,"₹1,77,499"
2489,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"31,602 km",2nd Owner,Petrol,Kolkata,"₹5,21,799"
2490,2018 Renault Captur,Manual,RXE PETROL MT Manual,"6,208 km",1st Owner,Petrol,Kolkata,"₹6,24,699"
2491,2015 Hyundai i10,Manual,MAGNA 1.1 IRDE2 Manual,"74,234 km",1st Owner,Petrol,Kolkata,"₹2,81,999"
2492,2016 Renault Kwid,Manual,RXT Manual,"57,882 km",1st Owner,Petrol,Kolkata,"₹2,97,099"
2493,2013 Ford Ecosport,Manual,1.5 TREND TDCI Manual,"88,950 km",1st Owner,Diesel,Kolkata,"₹4,07,899"
2494,2018 Tata Harrier,Manual,XZ 2.0L Kryotec Manual,"65,267 km",2nd Owner,Diesel,Kolkata,"₹10,34,499"
2495,2015 Hyundai Elite i20,Manual,MAGNA 1.2 Manual,"29,465 km",1st Owner,Petrol,Kolkata,"₹4,42,899"
2496,2014 Volkswagen Polo,Manual,COMFORTLINE 1.2L PETROL Manual,"65,809 km",1st Owner,Petrol,Kolkata,"₹3,88,899"
2497,2018 Datsun Redi Go,Manual,A Manual,"4,887 km",1st Owner,Petrol,Kolkata,"₹2,69,199"
2498,2015 Ford Ecosport,Manual,1.5 TITANIUM TI VCT Manual,"33,900 km",1st Owner,Petrol,Kolkata,"₹5,13,399"
2499,2016 Datsun Redi Go,Manual,T Manual,"7,476 km",1st Owner,Petrol,Kolkata,"₹2,36,299"
2500,2016 Hyundai Creta,Manual,1.6 SX PLUS PETROL Manual,"45,731 km",1st Owner,Petrol,Kolkata,"₹8,68,799"
2501,2015 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"26,400 km",1st Owner,Petrol,Kolkata,"₹5,25,699"
2502,2014 Hyundai i20,Manual,MAGNA O 1.2 Manual,"30,738 km",1st Owner,Petrol,Kolkata,"₹3,33,499"
2503,2017 Maruti Ciaz,Manual,DELTA 1.4 VVT Manual,"41,264 km",1st Owner,Petrol,Kolkata,"₹7,53,999"
2504,2019 Tata Harrier,Manual,XZ 2.0L Kryotec Manual,"23,431 km",1st Owner,Diesel,Kolkata,"₹15,78,599"
2505,2014 Maruti Ciaz,Manual,VDI PLUS Manual,"1,35,293 km",1st Owner,Diesel,Kolkata,"₹5,05,299"
2506,2018 Honda City,Manual,VX MT PETROL Manual,"15,201 km",1st Owner,Petrol,Kolkata,"₹8,47,099"
2507,2019 Maruti S Cross,Manual,ALPHA SHVS Manual,"20,033 km",1st Owner,Diesel,Kolkata,"₹8,65,999"
2508,2013 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"11,163 km",1st Owner,Petrol,Kolkata,"₹4,03,999"
2509,2014 Honda City,Manual,SV MT PETROL Manual,"92,271 km",1st Owner,Petrol,Kolkata,"₹4,30,099"
2510,2013 Honda Amaze,Manual,1.2 VXMT I VTEC Manual,"35,901 km",2nd Owner,Petrol,Kolkata,"₹3,84,299"
2511,2016 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"69,699 km",1st Owner,Petrol,Kolkata,"₹4,48,899"
2512,2017 Maruti Dzire,Manual,VXI Manual,"50,856 km",1st Owner,Petrol,Kolkata,"₹5,22,099"
2513,2020 Maruti Alto,Manual,LXI Manual,"4,113 km",1st Owner,Petrol,Kolkata,"₹3,50,799"
2514,2010 Maruti Wagon R 1.0,Manual,LXI Manual,"96,134 km",1st Owner,Petrol,Kolkata,"₹2,65,399"
2515,2017 Maruti Swift,Manual,VXI OPT Manual,"31,188 km",1st Owner,Petrol,Kolkata,"₹5,41,499"
2516,2018 Maruti Dzire,Automatic,VXI AMT Automatic,"13,286 km",1st Owner,Petrol,Kolkata,"₹5,76,099"
2517,2018 Honda City,Manual,VX MT PETROL Manual,"14,473 km",2nd Owner,Petrol,Kolkata,"₹8,73,899"
2518,2015 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"1,26,168 km",1st Owner,Petrol,Kolkata,"₹3,99,699"
2519,2017 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"26,485 km",2nd Owner,Petrol,Kolkata,"₹4,29,299"
2520,2014 Hyundai Xcent,Manual,S 1.2 OPT Manual,"25,327 km",1st Owner,Petrol,Kolkata,"₹4,12,099"
2521,2015 Hyundai Elite i20,Manual,ASTA 1.2 (O) Manual,"45,720 km",1st Owner,Petrol,Kolkata,"₹5,65,799"
2522,2013 Hyundai i10,Manual,SPORTZ 1.2 KAPPA2 Manual,"56,739 km",1st Owner,Petrol,Kolkata,"₹2,90,299"
2523,2012 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"65,238 km",1st Owner,Petrol,Kolkata,"₹3,66,799"
2524,2015 Hyundai Elite i20,Manual,MAGNA 1.2 Manual,"61,799 km",2nd Owner,Petrol,Kolkata,"₹4,57,099"
2525,2013 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"34,646 km",2nd Owner,Petrol,Kolkata,"₹3,78,899"
2526,2014 Honda City,Manual,V MT DIESEL Manual,"79,170 km",1st Owner,Diesel,Kolkata,"₹5,73,699"
2527,2018 Honda City,Automatic,ZX CVT Automatic,"15,621 km",1st Owner,Petrol,Kolkata,"₹10,40,599"
2528,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"74,822 km",1st Owner,Diesel,Kolkata,"₹4,02,599"
2529,2017 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"68,720 km",1st Owner,Diesel,Kolkata,"₹6,36,399"
2530,2019 Renault Kwid,Manual,RXL Manual,"11,126 km",1st Owner,Petrol,Kolkata,"₹3,34,599"
2531,2019 Maruti Dzire,Manual,VXI Manual,"5,788 km",2nd Owner,Petrol,Kolkata,"₹6,16,499"
2532,2014 Hyundai Xcent,Manual,S 1.2 Manual,"29,620 km",2nd Owner,Petrol,Kolkata,"₹4,10,499"
2533,2015 Toyota Innova,Manual,2.5 VX 8 STR BS IV Manual,"1,54,837 km",2nd Owner,Diesel,Kolkata,"₹9,49,899"
2534,2011 Maruti Swift,Manual,ZXI Manual,"61,885 km",1st Owner,Petrol,Kolkata,"₹4,41,699"
2535,2019 Maruti Swift,Automatic,VXI AMT Automatic,"34,018 km",1st Owner,Petrol,Kolkata,"₹5,93,199"
2536,2017 Maruti Wagon R 1.0,Manual,VXI PLUS Manual,"81,442 km",1st Owner,Petrol,Kolkata,"₹3,38,599"
2537,2017 Maruti Wagon R 1.0,Manual,VXI PLUS Manual,"46,478 km",1st Owner,Petrol,Kolkata,"₹3,54,099"
2538,2013 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"84,343 km",1st Owner,Petrol,Kolkata,"₹4,05,199"
2539,2017 Honda Jazz,Manual,1.2 S MT Manual,"59,521 km",1st Owner,Petrol,Kolkata,"₹4,61,899"
2540,2013 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"60,640 km",2nd Owner,Petrol,Kolkata,"₹4,16,399"
2541,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"49,860 km",1st Owner,Petrol,Kolkata,"₹4,43,799"
2542,2018 Maruti Celerio X,Manual,Vxi Manual,"15,253 km",1st Owner,Petrol,Kolkata,"₹5,16,999"
2543,2019 Maruti Dzire,Manual,VXI Manual,"10,793 km",1st Owner,Petrol,Kolkata,"₹6,98,399"
2544,2014 Maruti Swift,Manual,VXI Manual,"45,932 km",1st Owner,Petrol,Kolkata,"₹3,71,399"
2545,2015 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"30,260 km",1st Owner,Petrol,Kolkata,"₹5,21,199"
2546,2013 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"63,820 km",1st Owner,Petrol,Kolkata,"₹4,71,099"
2547,2018 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"25,613 km",1st Owner,Petrol,Kolkata,"₹5,37,299"
2548,2012 Hyundai Santro Xing,Manual,GLS Manual,"46,591 km",1st Owner,Petrol,Kolkata,"₹7,68,299"
2549,2014 Honda Amaze,Manual,1.2 VXMT I VTEC Manual,"48,400 km",2nd Owner,Petrol,Kolkata,"₹3,63,599"
2550,2014 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"44,296 km",1st Owner,Petrol,Kolkata,"₹3,90,099"
2551,2018 Renault Kwid,Manual,CLIMBER 1.0 Manual,"21,230 km",1st Owner,Petrol,Kolkata,"₹3,95,299"
